customerID,customerType,investmentCapacity,dominant_channel,dominant_asset_category,total_transactions,buy_count,sell_count,num_unique_assets,num_unique_asset_categories,total_buy_value,total_sell_value,total_transaction_value,avg_transaction_value,buy_sell_ratio,customer_tenure_days,riskLevel
6EA692CF465C1B8C62AA,Mass,CAP_LT30K,Branch,MTF,2,1,1,1,1,103.2293955,96.68869,199.9180855,99.95904275,1.0,912,Conservative
6843E4B91B6A02E1C8AC,Mass,CAP_LT30K,Branch,MTF,4,2,2,2,2,487.583486,472.19178880000004,959.7752748,239.9438187,1.0,1688,Conservative
635E830F95E69B98FC40,Premium,CAP_30K_80K,Branch,Stock,2,1,1,1,1,3.716,1.538,5.2540000000000004,2.6270000000000002,1.0,1143,Balanced
7FD270603D9D1B369E3C,Mass,CAP_LT30K,Branch,Stock,2,1,1,1,1,1028.72,1122.0,2150.7200000000003,1075.3600000000001,1.0,792,Conservative
C6A48A99EACE2A3128A7,Mass,CAP_LT30K,Branch,MTF,9,1,8,1,1,9664.4385,10324.005000000001,19988.4435,2220.938166666667,0.125,932,Conservative
067ECFA30F44E96EF89B,Mass,CAP_30K_80K,Branch,MTF,10,3,7,3,1,28841.4558083,33938.2163329,62779.672141200004,6277.967214120001,0.42857142857142855,1745,Income
E676341D1DEF52C5EC3F,Premium,CAP_LT30K,Branch,Stock,2,1,1,1,1,1694.0,1949.2,3643.2,1821.6,1.0,553,Income
C6438DF6C9BD531B26A2,Mass,CAP_80K_300K,Branch,Stock,3,2,1,2,2,905.76,1471.5,2377.26,792.4200000000001,2.0,1430,Balanced
DA807A0E81661E850022,Mass,CAP_LT30K,Internet Banking,Stock,129,73,56,21,1,10047.9325,10145.735,20193.667500000003,156.54005813953492,1.3035714285714286,1739,Balanced
C82BC5622729195BED10,Mass,CAP_30K_80K,Phone Banking,Stock,5,3,2,3,2,12379.0703112,297.03,12676.1003112,2535.22006224,1.5,1417,Conservative
D2B31886D89CAEB1B5BF,Mass,CAP_LT30K,Phone Banking,Stock,32,22,10,6,1,34679.51,30186.22,64865.73,2027.0540625,2.2,1171,Income
FEC1FEF34B66BB9A286F,Premium,CAP_30K_80K,Phone Banking,Stock,10,7,3,4,2,14616.0,9565.0,24181.0,2418.1,2.3333333333333335,1739,Balanced
A10D395AA4869471A390,Mass,CAP_LT30K,Branch,Stock,2,1,1,1,1,63.1,84.0,147.1,73.55,1.0,1235,Conservative
C4934094AA5E63594216,Premium,CAP_80K_300K,Branch,MTF,5,2,3,1,1,70090.391489,62681.2,132771.591489,26554.318297800004,0.6666666666666666,1513,Income
81912BA5D8F5AE08CD95,Premium,CAP_LT30K,Branch,Stock,2,1,1,1,1,1.858,0.932,2.79,1.395,1.0,1681,Conservative
A074CBD5443D8BA295F5,Premium,CAP_30K_80K,Internet Banking,Stock,3,2,1,2,1,1309.84,442.56000000000006,1752.4,584.1333333333333,2.0,1596,Balanced
0563B4E59E8B2CE61F31,Mass,CAP_LT30K,Branch,Stock,2,1,1,1,1,1180.69,1710.94,2891.63,1445.815,1.0,1694,Income
03ABA035CE67EA092D66,Mass,CAP_LT30K,Branch,MTF,14,4,10,1,1,27511.4453831,31866.5916047,59378.0369878,4241.288356271429,0.4,1443,Income
1E00D9FD77D4E9F7FB99,Mass,CAP_LT30K,Phone Banking,Stock,2,1,1,1,1,2571.8,3180.1,5751.9,2875.95,1.0,1227,Income
6D28BFF3C24B47F6C6FA,Mass,CAP_LT30K,Branch,MTF,4,2,2,2,2,3553.2400347,4118.3247685999995,7671.5648033,1917.891200825,1.0,1618,Conservative
ADA4CDACC846D5B24F28,Mass,CAP_LT30K,Branch,MTF,2,1,1,1,1,4292.826384,4091.784928,8384.611312,4192.305656,1.0,143,Income
9CA0C1041864A9404047,Mass,CAP_LT30K,Internet Banking,Stock,215,117,98,9,1,801319.51,815652.71,1616972.22,7520.801023255814,1.1938775510204083,1364,Balanced
BCBC6DB9862317FC4C9A,Mass,CAP_LT30K,Internet Banking,Stock,45,27,18,11,2,54638.5766,51134.037599999996,105772.6142,2350.502537777778,1.5,1793,Income
5A80099F1DBD0524DB80,Mass,CAP_LT30K,Internet Banking,Stock,109,64,45,29,2,276755.6826,261380.80000000002,538136.4826,4937.031950458715,1.4222222222222223,1721,Balanced
EA6FFF4125D77490B145,Mass,CAP_LT30K,Internet Banking,Stock,6,3,3,3,1,3130.6,4572.6,7703.200000000001,1283.8666666666668,1.0,1148,Income
FCBA4EBB244CFED5293C,Mass,CAP_LT30K,Branch,Stock,2,1,1,1,1,453.0,447.0,900.0,450.0,1.0,230,Income
182B1B5D6260D86CE2D9,Mass,CAP_LT30K,Branch,MTF,3,1,2,1,1,15473.961335700002,17778.2442201,33252.2055558,11084.0685186,0.5,1770,Balanced
594D7ED7E0C68F8A7414,Professional,CAP_LT30K,Branch,Stock,2,1,1,1,1,1671.6699999999998,2405.26,4076.9300000000003,2038.4650000000001,1.0,1463,Income
8A16E87575B1222E0F28,Mass,CAP_LT30K,Branch,Stock,2,1,1,1,1,3.0,9.0,12.0,6.0,1.0,1697,Income
C3CE677C092B5EBDE7A5,Mass,Predicted_CAP_80K_300K,Branch,MTF,3,1,2,1,1,188358.49991493003,186217.17743724,374575.67735217,124858.55911739,0.5,871,Conservative
7175B4E92DA4E59FC706,Premium,CAP_LT30K,Branch,Stock,6,3,3,3,1,151.846,160.084,311.93,51.98833333333334,1.0,1318,Income
67080C2BA5F34C9D173A,Mass,CAP_LT30K,Internet Banking,Stock,2,1,1,1,1,74.32000000000001,29.48,103.80000000000001,51.900000000000006,1.0,1646,Balanced
DBE05530BF9E8E8EEEF2,Mass,CAP_LT30K,Internet Banking,Stock,2,1,1,1,1,2571.8,2050.76,4622.56,2311.28,1.0,1382,Income
CF09B738AA41AB44CF76,Mass,CAP_LT30K,Internet Banking,Stock,4,2,2,2,1,157.566,596.67,754.236,188.559,1.0,1388,Aggressive
DE6DC04118FE5E51AE7C,Premium,CAP_LT30K,Internet Banking,Stock,41,27,14,18,1,706656.466,552054.102,1258710.568,30700.25775609756,1.9285714285714286,1704,Income
1E4AC358CB53A79BE7DC,Mass,CAP_LT30K,Branch,Stock,2,1,1,1,1,4488.96,4416.0,8904.96,4452.48,1.0,106,Conservative
1011644EA3ED3B8BC531,Mass,CAP_30K_80K,Branch,Stock,4,2,2,2,1,3402.3,4972.2,8374.5,2093.625,1.0,1338,Income
EF072CA6DF6ED2061CF6,Mass,CAP_LT30K,Branch,MTF,13,2,11,2,1,18880.289676,20687.226912,39567.516588,3043.655122153846,0.18181818181818182,1624,Conservative
0286E20CB886B79039F6,Mass,CAP_LT30K,Internet Banking,Stock,4,3,1,3,1,6865.325000000001,9988.0,16853.325,4213.33125,3.0,1515,Balanced
B91771C9E5258D6928F3,Inactive,CAP_LT30K,Branch,Stock,2,1,1,1,1,385.77,423.06,808.8299999999999,404.41499999999996,1.0,787,Conservative
234CF3CCABD32BF45A53,Premium,CAP_30K_80K,Branch,MTF,7,5,2,5,2,19823.4954,20195.5466,40019.042,5717.006,2.5,1599,Income
140F8FE3B5DAF7D1F233,Premium,CAP_GT300K,Branch,Stock,3,2,1,2,1,5899.530000000001,4191.2,10090.73,3363.5766666666664,2.0,1637,Income
FDFD1F193D4AB1C3D8BB,Premium,CAP_LT30K,Internet Banking,Stock,8,5,3,5,1,6219.2001,150.3224,6369.5225,796.1903125,1.6666666666666667,1570,Balanced
A6268B067FA8608FD7CC,Mass,CAP_LT30K,Internet Banking,Stock,2,1,1,1,1,431.2,532.4,963.5999999999999,481.79999999999995,1.0,881,Conservative
6B339107233446C8B7D9,Mass,CAP_LT30K,Branch,MTF,2,1,1,1,1,2050.0034058,2457.1325876,4507.1359934,2253.5679967,1.0,1470,Conservative
8C6F6FF1FF7DCA4DA890,Mass,CAP_LT30K,Branch,Stock,2,1,1,1,1,257.18,247.28,504.46000000000004,252.23000000000002,1.0,77,Conservative
909EF48730D8494DF8F4,Mass,CAP_LT30K,Branch,MTF,2,1,1,1,1,6058.45,6326.3,12384.75,6192.375,1.0,979,Income
9B83E8A352D500679A09,Mass,CAP_LT30K,Branch,Stock,6,3,3,3,1,14375.72,12908.25,27283.97,4547.328333333334,1.0,653,Conservative
EC654AFDF5223DCA7973,Mass,CAP_LT30K,Branch,MTF,2,1,1,1,1,4742.989944,5887.9525696,10630.942513599999,5315.4712567999995,1.0,1553,Balanced
968B77F24CFBF42E00BD,Mass,CAP_LT30K,Internet Banking,Stock,4,2,2,2,1,67.44000000000001,49.9342,117.3742,29.34355,1.0,1172,Conservative
917976F6441025F5CF01,Mass,CAP_LT30K,Branch,Stock,2,1,1,1,1,940.16,4664.64,5604.8,2802.4,1.0,1414,Balanced
F7B21D85B652936A256B,Mass,CAP_30K_80K,Internet Banking,Stock,7,2,5,2,1,13654.2,12613.2,26267.4,3752.4857142857145,0.4,1773,Income
F7CD5D699A75873A661C,Mass,CAP_LT30K,Branch,MTF,4,2,2,2,2,1069.9333645000002,1079.3259177,2149.2592822,537.31482055,1.0,441,Income
335C3C3B5294C7D5327C,Premium,CAP_GT300K,Internet Banking,Stock,3,2,1,2,1,64528.0,64965.0,129493.0,43164.333333333336,2.0,1526,Aggressive
4A0F4F70FC8EB362E69A,Mass,CAP_LT30K,Branch,Stock,4,2,2,2,1,1292.38,1870.2520000000002,3162.6320000000005,790.6580000000001,1.0,1694,Conservative
ED03BACBDAF2F035CE7E,Mass,CAP_LT30K,Internet Banking,Stock,5,2,3,2,1,786.17,888.78,1674.9499999999998,334.98999999999995,0.6666666666666666,1693,Income
DE05DB857E76D19C985E,Mass,CAP_80K_300K,Internet Banking,Stock,9,6,3,5,1,4790.0313,4528.71,9318.7413,1035.4157,2.0,1294,Aggressive
CE2F9CF7A2B4BB89E884,Mass,CAP_LT30K,Internet Banking,Stock,25,12,13,3,1,9708.694,9662.421,19371.114999999998,774.8445999999999,0.9230769230769231,1771,Balanced
FA799278270751CD8EB3,Mass,Predicted_CAP_LT30K,Branch,MTF,2,1,1,1,1,228192.20438,224673.27176,452865.47614000004,226432.73807000002,1.0,1158,Balanced
82935693E759F75923DF,Mass,CAP_LT30K,Phone Banking,Stock,2,1,1,1,1,10614.52,15045.56,25660.08,12830.04,1.0,1640,Income
8400B71AB2212C0E78A1,Mass,CAP_LT30K,Branch,Stock,2,1,1,1,1,1065.0,935.5,2000.5,1000.25,1.0,125,Income
F47B3C449C66E84B179A,Mass,CAP_LT30K,Internet Banking,Stock,11,8,3,3,1,5306.6,6959.0,12265.6,1115.0545454545454,2.6666666666666665,1507,Income
9534FFC759D409FBB4B6,Mass,CAP_80K_300K,Internet Banking,Stock,8,4,4,4,1,3736.036,4347.223,8083.259,1010.407375,1.0,1476,Conservative
1367013D01F891AF273E,Mass,CAP_LT30K,Internet Banking,Stock,14,7,7,7,1,3892.252,3858.594,7750.846,553.6318571428571,1.0,337,Conservative
FED0D9CDB16ADAD32EDD,Mass,CAP_LT30K,Phone Banking,Stock,2,1,1,1,1,0.584,0.512,1.096,0.548,1.0,1616,Income
FE79C4AFF9CDBD3A0760,Mass,CAP_LT30K,Internet Banking,Stock,4,2,2,2,1,1535.1999999999998,3689.8,5225.0,1306.25,1.0,1113,Income
3208F431EE2025ADF171,Mass,CAP_LT30K,Internet Banking,Stock,8,6,2,3,1,9123.5,6435.53,15559.029999999999,1944.8787499999999,3.0,1504,Balanced
C693A89BFEBCB94FA286,Mass,Predicted_CAP_LT30K,Branch,MTF,2,1,1,1,1,109051.12321072,108576.36085552,217627.48406624002,108813.74203312001,1.0,315,Income
E2ECECA936321EAE5F26,Professional,CAP_LT30K,Branch,Stock,20,10,10,10,1,3155.343,3114.214,6269.557,313.47785,1.0,128,Income
B50DFDD7B8000921D13B,Mass,CAP_LT30K,Branch,MTF,4,1,3,1,1,2923.5181689000005,3378.2540958,6301.772264700001,1575.4430661750002,0.3333333333333333,1695,Income
F6B51242B118DE365C77,Professional,CAP_GT300K,Branch,MTF,7,2,5,2,1,25844.510065399998,28353.327086599995,54197.83715199999,7742.548164571427,0.4,1602,Aggressive
AED4615E7801DD0A8AA8,Mass,CAP_LT30K,Phone Banking,Stock,14,11,3,6,1,8092.25,4994.74,13086.99,934.785,3.6666666666666665,1694,Income
D296395FD7411F91E518,Mass,CAP_LT30K,Branch,Stock,2,1,1,1,1,642.9499999999999,932.8,1575.75,787.875,1.0,1597,Conservative
001270E70A4ECA1CD664,Mass,CAP_LT30K,Internet Banking,Stock,12,7,5,3,1,23662.15,31023.08,54685.23,4557.1025,1.4,1757,Balanced
017EC516759322675DB0,Mass,CAP_LT30K,Phone Banking,Stock,7,1,6,1,1,13090.0,10787.0,23877.0,3411.0,0.16666666666666666,1227,Income
56127FE9567FA4A0C0F4,Mass,CAP_LT30K,Branch,Stock,3,2,1,2,1,88.36,57.400000000000006,145.76,48.586666666666666,2.0,105,Income
06B8CD4F1C84455DF8F8,Professional,CAP_LT30K,Internet Banking,Stock,7,4,3,3,1,818.2,948.1999999999999,1766.4,252.34285714285716,1.3333333333333333,440,Aggressive
FCD9560D59C41AF68472,Mass,CAP_LT30K,Phone Banking,Stock,22,7,15,7,1,2111.323,2060.009,4171.332,189.60600000000002,0.4666666666666667,351,Income
D313D10B5B4FE04B1F47,Mass,CAP_LT30K,Phone Banking,Stock,14,7,7,7,1,7785.42,9624.7,17410.120000000003,1243.5800000000002,1.0,1485,Income
3C9CD59064E8F09F0867,Mass,CAP_LT30K,Branch,MTF,2,1,1,1,1,3594.7292178,3523.6842099,7118.413427699999,3559.2067138499997,1.0,1658,Conservative
A511D74C16A7BD5AC066,Mass,CAP_30K_80K,Internet Banking,Stock,6,4,2,3,1,1953.5,1646.5,3600.0,600.0,2.0,700,Aggressive
579D55BEB9890440B9CB,Mass,CAP_80K_300K,Branch,MTF,2,1,1,1,1,99136.19760008,97950.676074,197086.87367408,98543.43683704,1.0,889,Income
EDD4E96EBF4178F8A767,Mass,CAP_LT30K,Internet Banking,Stock,4,2,2,2,1,497.124,496.548,993.672,248.418,1.0,1669,Conservative
938A9ABFC49CA8BA17CD,Mass,CAP_LT30K,Internet Banking,Stock,8,4,4,4,1,2182.5,2591.0,4773.5,596.6875,1.0,588,Balanced
F6B96811DD5A106E7D09,Mass,CAP_LT30K,Branch,MTF,2,1,1,1,1,683.9000217,532.3541057,1216.2541274,608.1270637,1.0,996,Conservative
16F16AC406363920AE1D,Premium,CAP_LT30K,Phone Banking,Stock,20,14,6,12,2,23024.02,22777.48,45801.5,2290.075,2.3333333333333335,1777,Income
45A2419B23B168F68DE0,Mass,CAP_LT30K,Branch,Stock,4,2,2,2,1,1999.8,5509.349999999999,7509.15,1877.2875,1.0,1490,Income
84F7C1BDDC42E0EC0AE2,Mass,CAP_LT30K,Internet Banking,Stock,33,17,16,12,1,22649.636,24504.638,47154.274,1428.9173939393938,1.0625,1450,Balanced
3D4B9F93136D35694E47,Premium,CAP_30K_80K,Branch,MTF,2,1,1,1,1,73625.71608000001,72484.13592,146109.852,73054.926,1.0,1163,Income
BBCCFBD219E74E6734FF,Mass,CAP_LT30K,Branch,Stock,6,3,3,3,1,40.334,121.28999999999999,161.624,26.93733333333333,1.0,1512,Income
00A93CDDB66C46D25015,Premium,CAP_30K_80K,Branch,MTF,2,1,1,1,1,1115.9767836,1054.346446,2170.3232296,1085.1616148,1.0,156,Income
D234B2488FB78F65C108,Premium,CAP_GT300K,Phone Banking,Stock,62,31,31,6,1,990929.3,1004031.34,1994960.6400000001,32176.784516129035,1.0,1654,Aggressive
7DF3EEE7B288AC7D4480,Mass,CAP_LT30K,Internet Banking,Stock,47,40,7,15,3,41390.1594265,10263.5,51653.6594265,1099.0140303510639,5.714285714285714,1529,Balanced
11EC1917DF40DAB46680,Premium,CAP_LT30K,Phone Banking,Stock,603,341,262,21,1,796085.2454,750176.5097,1546261.7551000002,2564.281517578773,1.3015267175572518,1791,Balanced
91064AA635330752EF1E,Premium,CAP_LT30K,Internet Banking,Stock,31,26,5,13,1,20589.996,5410.24,26000.235999999997,838.7172903225805,5.2,1583,Income
E60A80DF249DF1B09970,Mass,CAP_LT30K,Branch,MTF,2,1,1,1,1,16538.4425934,18457.6975492,34996.140142599994,17498.070071299997,1.0,1368,Income
5F87CF247548A9F2601B,Professional,CAP_LT30K,Internet Banking,Stock,85,57,28,8,1,55592.6026,47338.99,102931.5926,1210.9599129411765,2.0357142857142856,1780,Balanced
31E8C6EFC0C52A135437,Premium,CAP_80K_300K,Branch,Stock,37,31,6,21,3,49910.8363942,25166.2924194,75077.1288136,2029.1115895567566,5.166666666666667,1753,Balanced
A06972A2F71C86B4260C,Premium,CAP_30K_80K,Phone Banking,Stock,13,7,6,6,2,40418.0,42345.0,82763.0,6366.384615384615,1.1666666666666667,1172,Income
970746F7CFA3E5D424B4,Mass,CAP_LT30K,Phone Banking,Stock,3,2,1,2,1,3753.57,4108.5,7862.07,2620.69,2.0,28,Income
4A26DC319EE4142C3368,Mass,CAP_LT30K,Branch,Stock,2,1,1,1,1,81.83,112.56,194.39,97.195,1.0,1438,Income
FF79E05B30AE47D6120D,Mass,CAP_LT30K,Branch,Stock,2,1,1,1,1,167.25,195.0,362.25,181.125,1.0,1616,Income
D51073728308A21DE148,Premium,CAP_80K_300K,Branch,Stock,11,5,6,5,1,6059.9400000000005,7486.58,13546.52,1231.5018181818182,0.8333333333333334,1357,Conservative
0F820583127BF9C825FF,Mass,CAP_LT30K,Internet Banking,Stock,40,30,10,17,1,28742.452,12139.085,40881.537,1022.038425,3.0,1715,Balanced
476F26142C8C0ED7D9F4,Mass,CAP_LT30K,Internet Banking,Stock,2,1,1,1,1,86.296,74.06,160.356,80.178,1.0,889,Income
